company_name,operation_in_CA,operation_reasoning,trader_in_CA,trader_reasoning,google_link
Manulife Asset Management,1.0,"My knowledge base confirms that Manulife Asset Management operates in Canada, as it is a division of Manulife Financial Corporation, which is headquartered in Toronto, Ontario. Manulife is a well-established financial services group in Canada, providing a range of asset management services.",,,https://www.google.com/search?q=Manulife%20Asset%20Management+careers
Acuity Investment Management,1.0,"My knowledge base confirms that Acuity Investment Management operates in Canada. It is a Canadian investment management firm based in Toronto, providing investment solutions to clients in Canada and internationally.",,,https://www.google.com/search?q=Acuity%20Investment%20Management+careers
North Growth Management,1.0,"My knowledge base confirms that North Growth Management is a Canadian investment management firm based in Vancouver, British Columbia. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=North%20Growth%20Management+careers
Scheer Rowlett & Associates,1.0,"My knowledge base confirms that Scheer Rowlett & Associates operates in Canada, specifically in the field of investment management and financial advisory services. They have a presence in the Canadian market and are known for their work with Canadian clients.",,,https://www.google.com/search?q=Scheer%20Rowlett%20%26%20Associates+careers
SEAMARK Asset Management,1.0,"My knowledge base confirms that SEAMARK Asset Management operates in Canada. It is a Canadian investment management firm based in Toronto, specializing in providing investment solutions to institutional and private clients.",,,https://www.google.com/search?q=SEAMARK%20Asset%20Management+careers
Triasima Portfolio Management,1.0,"My knowledge base confirms that Triasima Portfolio Management operates in Canada, as it is a Canadian investment management firm based in Montreal.",,,https://www.google.com/search?q=Triasima%20Portfolio%20Management+careers
"CC&L (Connor, Clark & Lunn Financial Group)",1.0,"My knowledge base confirms that Connor, Clark & Lunn Financial Group operates in Canada. They are a well-established financial services firm based in Canada, providing investment management and other financial services.",,,https://www.google.com/search?q=CC%26L%20%28Connor%2C%20Clark%20%26%20Lunn%20Financial%20Group%29+careers
Guardian Capital Group,1.0,"My knowledge base confirms that Guardian Capital Group operates in Canada. It is a Canadian investment management firm based in Toronto, providing a range of financial services including asset management and investment advisory.",,,https://www.google.com/search?q=Guardian%20Capital%20Group+careers
Beutel Goodman & Company Ltd.,1.0,"My knowledge base confirms that Beutel Goodman & Company Ltd. is a Canadian investment management firm based in Toronto, Ontario. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Beutel%20Goodman%20%26%20Company%20Ltd.+careers
Desjardins Global Asset Management,1.0,"My knowledge base confirms that Desjardins Global Asset Management operates in Canada, as it is part of the Desjardins Group, which is one of the largest financial services cooperatives in Canada.",,,https://www.google.com/search?q=Desjardins%20Global%20Asset%20Management+careers
NEI Investments,1.0,My knowledge base confirms that NEI Investments operates in Canada. It is a Canadian investment management firm that provides a range of investment products and services to Canadian investors.,,,https://www.google.com/search?q=NEI%20Investments+careers
Pembina Pipeline,1.0,"My knowledge base confirms that Pembina Pipeline is a Canadian company that operates primarily in Canada. It is involved in the transportation and storage of oil and gas, and its headquarters are located in Calgary, Alberta. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Pembina%20Pipeline+careers
West Face Capital,1.0,"My knowledge base confirms that West Face Capital is a Canadian investment management firm based in Toronto, Ontario. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=West%20Face%20Capital+careers
Cidel Asset Management,1.0,"My knowledge base confirms that Cidel Asset Management operates in Canada, as it is a Canadian-based investment management firm with offices in major Canadian cities.",,,https://www.google.com/search?q=Cidel%20Asset%20Management+careers
Giverny Capital,1.0,"My knowledge base confirms that Giverny Capital operates in Canada. It is a Canadian investment management firm based in Quebec, specializing in equity investments.",,,https://www.google.com/search?q=Giverny%20Capital+careers
Lorne Steinberg Wealth Management,1.0,"My knowledge base confirms that Lorne Steinberg Wealth Management operates in Canada, specifically based in Montreal, Quebec. The firm provides wealth management services to clients in Canada, indicating a strong presence in the Canadian financial market.",,,https://www.google.com/search?q=Lorne%20Steinberg%20Wealth%20Management+careers
Cumberland Private Wealth Management,1.0,"My knowledge base confirms that Cumberland Private Wealth Management operates in Canada, specifically providing wealth management services to clients in the country.",,,https://www.google.com/search?q=Cumberland%20Private%20Wealth%20Management+careers
Laurus Investment Counsel,1.0,"My knowledge base confirms that Laurus Investment Counsel operates in Canada, specifically providing investment management services to clients in the country.",,,https://www.google.com/search?q=Laurus%20Investment%20Counsel+careers
Alitis Investment Counsel,1.0,"My knowledge base confirms that Alitis Investment Counsel is a Canadian investment management firm based in British Columbia, and it operates within Canada.",,,https://www.google.com/search?q=Alitis%20Investment%20Counsel+careers
EdgePoint Wealth Management,1.0,"My knowledge base confirms that EdgePoint Wealth Management is a Canadian investment management firm based in Toronto, Canada. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=EdgePoint%20Wealth%20Management+careers
Nexus Investment Management,1.0,"My knowledge base confirms that Nexus Investment Management is a Canadian firm based in Toronto, specializing in investment management services. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Nexus%20Investment%20Management+careers
Barometer Capital Management,1.0,"My knowledge base confirms that Barometer Capital Management is a Canadian investment management firm based in Toronto, Ontario. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Barometer%20Capital%20Management+careers
